,GO id,GO name,GO namespace,p-value,corrected p-value,cluster freq,background freq
1064,GO:0006284,base-excision repair,biological_process,0.03678280098906149,0.15793140724853136,3/321 (0.93%),45/19699 (0.23%)
1065,GO:0043300,regulation of leukocyte degranulation,biological_process,0.03678280098906149,0.15793140724853136,3/321 (0.93%),45/19699 (0.23%)
1066,GO:0008406,gonad development,biological_process,0.03687619950267609,0.15818403479264148,8/321 (2.49%),232/19699 (1.18%)
1067,GO:0070897,transcription preinitiation complex assembly,biological_process,0.03705024387105782,0.15878180355602214,4/321 (1.25%),77/19699 (0.39%)
1068,GO:0002697,regulation of immune effector process,biological_process,0.037265513626607565,0.15938790999269523,12/321 (3.74%),410/19699 (2.08%)
1069,GO:0035239,tube morphogenesis,biological_process,0.03740228101046854,0.15938790999269523,18/321 (5.61%),697/19699 (3.54%)
1070,GO:0002758,innate immune response-activating signaling pathway,biological_process,0.03748886133808725,0.15938790999269523,6/321 (1.87%),151/19699 (0.77%)
1071,GO:0010976,positive regulation of neuron projection development,biological_process,0.03748886133808725,0.15938790999269523,6/321 (1.87%),151/19699 (0.77%)
1072,GO:0009148,pyrimidine nucleoside triphosphate biosynthetic process,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1073,GO:1902004,positive regulation of amyloid-beta formation,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1074,GO:0043586,tongue development,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1075,GO:0060216,definitive hemopoiesis,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1076,GO:0005685,U1 snRNP,cellular_component,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1077,GO:0035886,vascular associated smooth muscle cell differentiation,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1078,GO:1902165,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1079,GO:0046782,regulation of viral transcription,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1080,GO:0071636,positive regulation of transforming growth factor beta production,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1081,GO:0030502,negative regulation of bone mineralization,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1082,GO:0050862,positive regulation of T cell receptor signaling pathway,biological_process,0.037714028079984474,0.15938790999269523,2/321 (0.62%),19/19699 (0.10%)
1083,GO:0006979,response to oxidative stress,biological_process,0.038332203584106786,0.16185101088972026,11/321 (3.43%),366/19699 (1.86%)
1084,GO:0072089,stem cell proliferation,biological_process,0.038570740464423985,0.16270809134163003,4/321 (1.25%),78/19699 (0.40%)
1085,GO:2000648,positive regulation of stem cell proliferation,biological_process,0.03888908366300377,0.16374915908515938,3/321 (0.93%),46/19699 (0.23%)
1086,GO:1902692,regulation of neuroblast proliferation,biological_process,0.03888908366300377,0.16374915908515938,3/321 (0.93%),46/19699 (0.23%)
1087,GO:0002376,immune system process,biological_process,0.03903105062874142,0.16419588118359327,50/321 (15.58%),2395/19699 (12.16%)
1088,GO:0045664,regulation of neuron differentiation,biological_process,0.03920284678459386,0.1647671531065988,7/321 (2.18%),193/19699 (0.98%)
1089,GO:0071560,cellular response to transforming growth factor beta stimulus,biological_process,0.040631523438310106,0.17061512181389482,6/321 (1.87%),154/19699 (0.78%)
1090,GO:0042063,gliogenesis,biological_process,0.040691480328427496,0.17071027081871004,9/321 (2.80%),280/19699 (1.42%)
1091,GO:0045137,development of primary sexual characteristics,biological_process,0.0409669213205318,0.17129527270110761,8/321 (2.49%),237/19699 (1.20%)
1092,GO:1903050,regulation of proteolysis involved in protein catabolic process,biological_process,0.0409669213205318,0.17129527270110761,8/321 (2.49%),237/19699 (1.20%)
1093,GO:0006996,organelle organization,biological_process,0.041003707864471876,0.17129527270110761,62/321 (19.31%),3073/19699 (15.60%)
1094,GO:0071763,nuclear membrane organization,biological_process,0.041055476109485484,0.17129527270110761,3/321 (0.93%),47/19699 (0.24%)
1095,GO:0042645,mitochondrial nucleoid,cellular_component,0.041055476109485484,0.17129527270110761,3/321 (0.93%),47/19699 (0.24%)
1096,GO:0071364,cellular response to epidermal growth factor stimulus,biological_process,0.041055476109485484,0.17129527270110761,3/321 (0.93%),47/19699 (0.24%)
1097,GO:0046631,alpha-beta T cell activation,biological_process,0.041409458271253426,0.17189633080167172,5/321 (1.56%),116/19699 (0.59%)
1098,GO:0002643,regulation of tolerance induction,biological_process,0.04146243155015197,0.17189633080167172,2/321 (0.62%),20/19699 (0.10%)
1099,GO:0002888,positive regulation of myeloid leukocyte mediated immunity,biological_process,0.04146243155015197,0.17189633080167172,2/321 (0.62%),20/19699 (0.10%)
1100,GO:0035455,response to interferon-alpha,biological_process,0.04146243155015197,0.17189633080167172,2/321 (0.62%),20/19699 (0.10%)
1101,GO:0008301,"DNA binding, bending",molecular_function,0.04146243155015197,0.17189633080167172,2/321 (0.62%),20/19699 (0.10%)
1102,GO:0046596,regulation of viral entry into host cell,biological_process,0.04146243155015197,0.17189633080167172,2/321 (0.62%),20/19699 (0.10%)
1103,GO:0000027,ribosomal large subunit assembly,biological_process,0.04146243155015197,0.17189633080167172,2/321 (0.62%),20/19699 (0.10%)
1104,GO:0042177,negative regulation of protein catabolic process,biological_process,0.042706093129373915,0.17689211606619404,5/321 (1.56%),117/19699 (0.59%)
1105,GO:0005635,nuclear envelope,cellular_component,0.0430580551267041,0.1772421284137407,14/321 (4.36%),514/19699 (2.61%)
1106,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,molecular_function,0.04328153903023206,0.1772421284137407,3/321 (0.93%),48/19699 (0.24%)
1107,GO:0030971,receptor tyrosine kinase binding,molecular_function,0.04334389166312692,0.1772421284137407,4/321 (1.25%),81/19699 (0.41%)
1108,GO:0036094,small molecule binding,molecular_function,0.04354676704715294,0.1772421284137407,118/321 (36.76%),6333/19699 (32.15%)
1109,GO:0007548,sex differentiation,biological_process,0.04465494896584332,0.1772421284137407,9/321 (2.80%),285/19699 (1.45%)
1110,GO:0002064,epithelial cell development,biological_process,0.04497159019966838,0.1772421284137407,7/321 (2.18%),199/19699 (1.01%)
1111,GO:0030054,cell junction,cellular_component,0.04501906406227631,0.1772421284137407,50/321 (15.58%),2418/19699 (12.27%)
1112,GO:0001890,placenta development,biological_process,0.04507408264904079,0.1772421284137407,6/321 (1.87%),158/19699 (0.80%)
1113,GO:0034244,negative regulation of transcription elongation by RNA polymerase II,biological_process,0.04534415912950816,0.1772421284137407,2/321 (0.62%),21/19699 (0.11%)
1114,GO:0008595,"anterior/posterior axis specification, embryo",biological_process,0.04534415912950816,0.1772421284137407,2/321 (0.62%),21/19699 (0.11%)
1115,GO:0010224,response to UV-B,biological_process,0.04534415912950816,0.1772421284137407,2/321 (0.62%),21/19699 (0.11%)
1116,GO:0050765,negative regulation of phagocytosis,biological_process,0.04534415912950816,0.1772421284137407,2/321 (0.62%),21/19699 (0.11%)
1117,GO:0032495,response to muramyl dipeptide,biological_process,0.04534415912950816,0.1772421284137407,2/321 (0.62%),21/19699 (0.11%)
1118,GO:0098761,cellular response to interleukin-7,biological_process,0.04534415912950816,0.1772421284137407,2/321 (0.62%),21/19699 (0.11%)
1119,GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,biological_process,0.04534415912950816,0.1772421284137407,2/321 (0.62%),21/19699 (0.11%)
1120,GO:0000086,G2/M transition of mitotic cell cycle,biological_process,0.04556679807606669,0.1772421284137407,3/321 (0.93%),49/19699 (0.25%)
1121,GO:0045622,regulation of T-helper cell differentiation,biological_process,0.04556679807606669,0.1772421284137407,3/321 (0.93%),49/19699 (0.25%)
1122,GO:0044093,positive regulation of molecular function,biological_process,0.0463842446412542,0.1772421284137407,15/321 (4.67%),568/19699 (2.88%)
1123,GO:0051153,regulation of striated muscle cell differentiation,biological_process,0.046702304646527686,0.1772421284137407,4/321 (1.25%),83/19699 (0.42%)
1124,GO:0010824,regulation of centrosome duplication,biological_process,0.0479107456325929,0.1772421284137407,3/321 (0.93%),50/19699 (0.25%)
1125,GO:0050777,negative regulation of immune response,biological_process,0.04805023327945927,0.1772421284137407,7/321 (2.18%),202/19699 (1.03%)
1126,GO:0060699,regulation of endoribonuclease activity,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1127,GO:1905460,negative regulation of vascular associated smooth muscle cell apoptotic process,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1128,GO:2000705,regulation of dense core granule biogenesis,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1129,GO:0032460,negative regulation of protein oligomerization,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1130,GO:0034161,positive regulation of toll-like receptor 8 signaling pathway,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1131,GO:1990812,growth cone filopodium,cellular_component,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1132,GO:0160148,tRNA pseudouridine(55) synthase activity,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1133,GO:2000373,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1134,GO:1990785,response to water-immersion restraint stress,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1135,GO:0032810,sterol response element binding,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1136,GO:1904093,negative regulation of autophagic cell death,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1137,GO:0016077,sno(s)RNA catabolic process,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1138,GO:1905762,CCR4-NOT complex binding,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1139,GO:1902499,positive regulation of protein autoubiquitination,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1140,GO:0003250,regulation of cell proliferation involved in heart valve morphogenesis,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1141,GO:0003886,DNA (cytosine-5-)-methyltransferase activity,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1142,GO:0072125,negative regulation of glomerular mesangial cell proliferation,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1143,GO:0030623,U5 snRNA binding,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1144,GO:0060166,olfactory pit development,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1145,GO:2000435,negative regulation of protein neddylation,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1146,GO:0007113,endomitotic cell cycle,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1147,GO:0098964,anterograde dendritic transport of messenger ribonucleoprotein complex,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1148,GO:0033150,cytoskeletal calyx,cellular_component,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1149,GO:0030622,U4atac snRNA binding,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1150,GO:0140951,histone H3K27 trimethyltransferase activity,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1151,GO:1905395,response to flavonoid,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1152,GO:0046623,sphingolipid floppase activity,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1153,GO:0042245,RNA repair,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1154,GO:0000494,box C/D sno(s)RNA 3'-end processing,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1155,GO:0098795,global gene silencing by mRNA cleavage,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1156,GO:1990715,mRNA CDS binding,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1157,GO:0048294,negative regulation of isotype switching to IgE isotypes,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1158,GO:0072717,cellular response to actinomycin D,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1159,GO:0160217,negative regulation of transcription initiation-coupled chromatin remodeling,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1160,GO:0001705,ectoderm formation,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1161,GO:0010724,regulation of definitive erythrocyte differentiation,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1162,GO:0072131,kidney mesenchyme morphogenesis,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1163,GO:0072076,nephrogenic mesenchyme development,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1164,GO:0001827,inner cell mass cell fate commitment,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1165,GO:0014916,regulation of lung blood pressure,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1166,GO:0045027,DNA end binding,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1167,GO:0019776,Atg8-family ligase activity,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1168,GO:0061770,translation elongation factor binding,molecular_function,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
1169,GO:0070350,regulation of white fat cell proliferation,biological_process,0.04809585394141708,0.1772421284137407,1/321 (0.31%),3/19699 (0.02%)
